Date,Price
04-12-2022,109.9
05-12-2022,109.9
06-12-2022,109.9
07-12-2022,109.9
08-12-2022,109.9
09-12-2022,109.9
10-12-2022,109.9
11-12-2022,109.9
12-12-2022,109.9
13-12-2022,107.5
14-12-2022,107.5
15-12-2022,107.5
16-12-2022,107.5
17-12-2022,107.5
18-12-2022,107.5
19-12-2022,107.5
20-12-2022,107.5
21-12-2022,107.5
22-12-2022,107.5
